               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.030552,            0.011106,           0.0051115,             0.94581,             0.95482,             0.98326,             0.60007,            0.027036,           0.0066693,           0.0062675,            0.007129,            0.007129,            0.007129
                 147,            0.031265,            0.011461,           0.0063133,             0.95746,             0.93355,             0.97523,             0.63925,            0.026952,           0.0065661,           0.0064297,           0.0071092,           0.0071092,           0.0071092
                 148,            0.030898,             0.01052,           0.0057289,             0.93637,             0.94435,             0.97192,             0.64423,            0.026686,           0.0066499,           0.0056953,           0.0070894,           0.0070894,           0.0070894
                 149,            0.032472,            0.010298,           0.0060589,             0.95392,             0.94476,              0.9662,             0.60422,            0.027867,           0.0067555,           0.0060453,           0.0070696,           0.0070696,           0.0070696
                 150,             0.03162,            0.011675,           0.0049993,             0.95461,              0.9443,             0.96955,             0.59362,            0.028208,           0.0067909,           0.0058165,           0.0070498,           0.0070498,           0.0070498
                 151,            0.029687,            0.011675,           0.0055135,             0.96235,              0.9383,             0.97762,             0.61853,            0.025946,           0.0067079,            0.005271,             0.00703,             0.00703,             0.00703
                 152,            0.030313,           0.0099235,            0.004967,             0.95478,             0.93683,             0.96488,             0.63604,            0.026746,           0.0065863,           0.0051765,           0.0070102,           0.0070102,           0.0070102
                 153,            0.029724,            0.010343,           0.0053013,              0.9426,             0.94388,             0.97356,             0.58537,            0.029157,           0.0067482,           0.0057602,           0.0069904,           0.0069904,           0.0069904
                 154,            0.031296,            0.010298,           0.0054319,             0.95946,             0.96431,             0.98125,              0.6119,            0.027026,           0.0066958,           0.0044794,           0.0069706,           0.0069706,           0.0069706
                 155,            0.029573,            0.010355,           0.0052496,             0.92233,             0.94037,             0.95619,             0.60774,            0.027337,           0.0065355,           0.0066853,           0.0069508,           0.0069508,           0.0069508
                 156,            0.030822,             0.01056,            0.005295,             0.95843,             0.94156,             0.97952,             0.63418,             0.02718,           0.0065556,           0.0044155,            0.006931,            0.006931,            0.006931
                 157,            0.029295,            0.010892,           0.0062234,             0.94596,             0.90594,             0.96195,             0.59577,            0.028401,           0.0066145,           0.0073471,           0.0069112,           0.0069112,           0.0069112
                 158,            0.031205,             0.01033,           0.0050652,             0.91086,             0.89754,              0.9391,             0.56369,            0.028315,           0.0066539,            0.010386,           0.0068914,           0.0068914,           0.0068914
                 159,            0.031258,            0.010523,           0.0054439,             0.90457,             0.97521,             0.96561,             0.63102,            0.027282,           0.0066539,            0.005106,           0.0068716,           0.0068716,           0.0068716
                 160,            0.030046,            0.010279,           0.0045675,             0.96316,             0.91682,             0.96266,              0.6249,            0.027962,           0.0067724,           0.0051651,           0.0068518,           0.0068518,           0.0068518
                 161,            0.030744,           0.0097988,           0.0047477,             0.94414,             0.95845,             0.97393,             0.60463,            0.027699,           0.0066693,           0.0046167,            0.006832,            0.006832,            0.006832
                 162,            0.031153,           0.0099773,           0.0052943,             0.97676,             0.94597,             0.97546,             0.60081,            0.027379,           0.0066257,           0.0042953,           0.0068122,           0.0068122,           0.0068122
                 163,             0.03018,           0.0095248,           0.0047074,             0.96064,              0.9365,             0.97454,             0.62247,            0.027981,           0.0065153,           0.0043659,           0.0067924,           0.0067924,           0.0067924
                 164,            0.031119,            0.011064,           0.0048518,             0.97325,             0.92632,              0.9767,             0.59504,            0.026977,           0.0064871,           0.0044556,           0.0067726,           0.0067726,           0.0067726
                 165,            0.028669,           0.0096558,            0.004645,             0.93738,              0.9502,              0.9722,             0.65669,            0.026733,           0.0065774,           0.0046368,           0.0067528,           0.0067528,           0.0067528
                 166,            0.030586,           0.0097812,           0.0040094,              0.9368,             0.95595,              0.9779,             0.64957,            0.026727,           0.0065943,           0.0045891,            0.006733,            0.006733,            0.006733
                 167,            0.031396,           0.0099956,           0.0041831,             0.93082,             0.93952,             0.97194,             0.62306,            0.026324,           0.0064476,            0.005765,           0.0067132,           0.0067132,           0.0067132
                 168,            0.031671,            0.010545,            0.004662,             0.95418,             0.95992,             0.98273,             0.59491,            0.027247,           0.0065822,           0.0041533,           0.0066934,           0.0066934,           0.0066934
                 169,            0.028924,           0.0099968,           0.0042136,             0.95992,             0.95594,             0.97029,             0.60648,            0.027893,           0.0065419,           0.0040655,           0.0066736,           0.0066736,           0.0066736
                 170,            0.031268,           0.0098062,            0.004321,             0.96109,             0.96191,             0.98089,               0.639,            0.027709,           0.0065113,           0.0041561,           0.0066538,           0.0066538,           0.0066538
                 171,             0.03094,            0.010654,           0.0043674,             0.92426,             0.96464,             0.97279,             0.64238,            0.027017,           0.0066612,            0.004343,            0.006634,            0.006634,            0.006634
                 172,            0.029231,            0.010549,           0.0043334,             0.95322,             0.97068,             0.97959,              0.6292,            0.026002,             0.00655,           0.0042257,           0.0066142,           0.0066142,           0.0066142
                 173,            0.028969,           0.0098788,           0.0038396,             0.94219,             0.96944,             0.98252,             0.60034,            0.027883,           0.0067136,            0.004508,           0.0065944,           0.0065944,           0.0065944
                 174,            0.030538,            0.009394,           0.0042871,              0.9544,             0.97064,             0.98382,             0.61686,            0.026218,           0.0065629,            0.003952,           0.0065746,           0.0065746,           0.0065746
                 175,            0.027097,            0.011024,           0.0039647,             0.95987,             0.96893,             0.98615,             0.62091,            0.027886,           0.0065532,           0.0035963,           0.0065548,           0.0065548,           0.0065548
                 176,            0.029794,            0.010091,           0.0042979,              0.9576,             0.97016,             0.98941,              0.6123,            0.027404,           0.0065202,           0.0035849,            0.006535,            0.006535,            0.006535
                 177,            0.028241,            0.009651,           0.0044592,             0.95315,             0.97051,             0.99245,             0.65295,            0.026657,           0.0063276,            0.003583,           0.0065152,           0.0065152,           0.0065152
                 178,            0.029287,            0.010049,            0.004321,             0.93758,             0.97961,             0.98901,             0.63916,            0.025828,           0.0062808,           0.0045261,           0.0064954,           0.0064954,           0.0064954
                 179,            0.028254,            0.010308,           0.0044146,              0.9403,             0.96173,              0.9789,             0.62113,            0.027091,           0.0063308,           0.0055914,           0.0064756,           0.0064756,           0.0064756
                 180,            0.030178,            0.011104,           0.0047102,              0.9461,             0.94577,             0.97689,             0.61832,            0.027457,           0.0063606,           0.0058975,           0.0064558,           0.0064558,           0.0064558
                 181,            0.029319,           0.0095676,           0.0036732,             0.93718,             0.96251,             0.98433,             0.64036,             0.02627,           0.0063622,           0.0047636,            0.006436,            0.006436,            0.006436
                 182,            0.030444,            0.010649,           0.0048359,             0.94337,             0.97377,             0.97562,              0.6354,             0.02594,           0.0064525,           0.0051489,           0.0064162,           0.0064162,           0.0064162
                 183,            0.028964,           0.0094089,           0.0047173,             0.95089,             0.96142,              0.9586,             0.56881,            0.029361,           0.0065621,           0.0063686,           0.0063964,           0.0063964,           0.0063964
                 184,            0.028801,            0.010319,           0.0059266,             0.94641,             0.95529,             0.96351,                0.55,            0.029537,           0.0065854,           0.0063772,           0.0063766,           0.0063766,           0.0063766
                 185,            0.027536,           0.0098813,           0.0042321,             0.93578,              0.9712,             0.97681,             0.64518,            0.025331,           0.0063364,           0.0056067,           0.0063568,           0.0063568,           0.0063568
                 186,            0.030102,           0.0091196,           0.0043748,             0.94353,             0.96927,             0.97664,             0.64398,            0.024962,           0.0063171,           0.0055637,            0.006337,            0.006337,            0.006337
                 187,            0.029465,            0.010393,           0.0043789,             0.95374,             0.94604,              0.9746,             0.64246,            0.025698,           0.0063695,           0.0052605,           0.0063172,           0.0063172,           0.0063172
                 188,            0.028798,            0.011112,           0.0047963,             0.96682,             0.94177,             0.98228,             0.63797,            0.025717,           0.0064033,           0.0042582,           0.0062974,           0.0062974,           0.0062974
                 189,            0.026966,            0.009826,           0.0047764,             0.95864,             0.95138,             0.97938,             0.61944,            0.026867,           0.0065621,           0.0043812,           0.0062776,           0.0062776,           0.0062776
                 190,            0.028931,           0.0095172,           0.0040224,             0.95636,              0.9563,             0.98084,             0.63051,            0.025459,           0.0064646,           0.0042334,           0.0062578,           0.0062578,           0.0062578
                 191,            0.029121,           0.0084856,           0.0039296,             0.93965,             0.95658,             0.97498,             0.63528,             0.02584,           0.0064372,           0.0056543,            0.006238,            0.006238,            0.006238
                 192,            0.029157,            0.010197,           0.0041442,              0.9298,             0.95605,             0.96935,             0.63802,             0.02459,            0.006413,           0.0071392,           0.0062182,           0.0062182,           0.0062182
                 193,              0.0289,            0.010454,            0.003607,             0.93774,             0.93992,             0.97415,             0.61424,            0.024982,           0.0064049,           0.0059185,           0.0061984,           0.0061984,           0.0061984
                 194,            0.028971,            0.010646,           0.0035169,             0.93604,             0.97318,             0.97454,             0.64078,            0.025856,           0.0062849,           0.0047169,           0.0061786,           0.0061786,           0.0061786
                 195,            0.028265,            0.010551,           0.0041273,             0.94482,             0.94535,             0.96767,             0.65129,             0.02556,           0.0062647,           0.0057354,           0.0061588,           0.0061588,           0.0061588
                 196,               0.028,            0.010472,           0.0044953,             0.94564,             0.89679,              0.9492,             0.64313,            0.025272,           0.0063163,           0.0098343,            0.006139,            0.006139,            0.006139
                 197,            0.027908,           0.0094647,           0.0045666,             0.92357,             0.90107,             0.94309,             0.63502,             0.02553,           0.0064146,             0.01218,           0.0061192,           0.0061192,           0.0061192
                 198,            0.027608,            0.010655,           0.0047226,             0.95236,             0.94078,             0.96262,             0.64505,            0.026336,           0.0064098,           0.0060129,           0.0060994,           0.0060994,           0.0060994
                 199,            0.027185,             0.01024,           0.0046055,             0.94015,              0.9604,             0.96615,             0.63836,             0.02709,           0.0065532,           0.0048504,           0.0060796,           0.0060796,           0.0060796
                 200,            0.028173,            0.010098,           0.0040867,              0.9524,             0.93843,             0.96474,             0.65472,            0.026689,           0.0064106,           0.0054855,           0.0060598,           0.0060598,           0.0060598
                 201,            0.028145,           0.0093357,           0.0040064,             0.94312,             0.96803,             0.98099,             0.65911,            0.026067,           0.0063187,           0.0041285,             0.00604,             0.00604,             0.00604
                 202,             0.02864,           0.0099533,            0.003469,             0.96715,             0.96697,             0.98578,             0.64224,            0.026119,           0.0062986,            0.003726,           0.0060202,           0.0060202,           0.0060202
                 203,             0.02885,           0.0096713,           0.0039549,             0.93146,             0.95204,             0.98175,             0.64886,            0.025374,           0.0063308,           0.0061522,           0.0060004,           0.0060004,           0.0060004
                 204,            0.029331,           0.0094804,           0.0038468,             0.91655,             0.94015,             0.96489,             0.63612,            0.026157,           0.0062986,           0.0087624,           0.0059806,           0.0059806,           0.0059806
                 205,            0.026388,           0.0090209,           0.0039543,             0.94083,             0.97797,              0.9848,             0.65584,             0.02712,           0.0062865,            0.003643,           0.0059608,           0.0059608,           0.0059608
                 206,            0.028614,           0.0095812,           0.0045262,             0.96216,             0.96655,             0.98608,             0.65715,            0.025357,           0.0063348,           0.0033302,            0.005941,            0.005941,            0.005941
                 207,            0.026723,           0.0093647,           0.0034613,             0.96357,              0.9644,             0.98826,             0.64875,            0.025293,           0.0064033,           0.0036774,           0.0059212,           0.0059212,           0.0059212
                 208,            0.028802,           0.0093091,           0.0036787,              0.9631,             0.94502,             0.98643,             0.61907,            0.027338,           0.0065943,           0.0043373,           0.0059014,           0.0059014,           0.0059014
                 209,            0.026386,            0.010145,           0.0036312,             0.94213,             0.93915,             0.98045,             0.64608,            0.027015,           0.0065097,           0.0042019,           0.0058816,           0.0058816,           0.0058816
                 210,            0.028221,           0.0097252,           0.0037253,             0.96761,             0.95843,             0.97917,             0.65389,            0.025933,            0.006467,             0.00348,           0.0058618,           0.0058618,           0.0058618
                 211,            0.028578,           0.0085859,           0.0044659,             0.97345,             0.94714,             0.98062,             0.65407,            0.025619,           0.0063767,            0.003562,            0.005842,            0.005842,            0.005842
                 212,            0.028343,            0.010252,           0.0038547,             0.95432,             0.97398,             0.97988,             0.64569,            0.026055,           0.0064235,            0.003603,           0.0058222,           0.0058222,           0.0058222
                 213,            0.027487,            0.010086,           0.0037053,             0.96531,             0.96268,             0.98089,             0.66639,            0.025337,           0.0062389,           0.0046263,           0.0058024,           0.0058024,           0.0058024
                 214,            0.026602,           0.0096895,           0.0032136,             0.97128,             0.96072,             0.98371,             0.66106,            0.024706,           0.0061213,           0.0044804,           0.0057826,           0.0057826,           0.0057826
                 215,            0.025395,           0.0087761,             0.00366,             0.97679,             0.95799,             0.98544,             0.67729,            0.024685,             0.00616,           0.0037537,           0.0057628,           0.0057628,           0.0057628
                 216,            0.027323,           0.0095312,           0.0036322,               0.978,             0.95764,             0.97924,             0.68305,            0.023597,           0.0060842,            0.003767,            0.005743,            0.005743,            0.005743
                 217,            0.024521,            0.009803,           0.0032216,             0.94768,             0.95073,             0.97698,              0.6467,            0.026745,           0.0061728,           0.0047064,           0.0057232,           0.0057232,           0.0057232
                 218,            0.028799,           0.0099522,           0.0039962,             0.95844,             0.96748,             0.97506,             0.64966,            0.025949,           0.0061543,           0.0035458,           0.0057034,           0.0057034,           0.0057034
                 219,            0.025704,           0.0091064,           0.0030255,             0.96357,             0.96897,             0.97933,             0.66741,            0.023897,           0.0061454,           0.0033703,           0.0056836,           0.0056836,           0.0056836
                 220,            0.026087,           0.0093291,            0.003911,             0.97175,             0.96925,             0.98338,             0.67365,             0.02366,           0.0060802,           0.0032349,           0.0056638,           0.0056638,           0.0056638
                 221,            0.024714,           0.0098348,           0.0033356,             0.97476,             0.96289,             0.98589,             0.67753,            0.025836,           0.0062349,           0.0032334,            0.005644,            0.005644,            0.005644
                 222,            0.028419,            0.009285,           0.0027679,             0.97544,             0.96143,             0.98669,             0.65667,             0.02403,           0.0061986,           0.0032167,           0.0056242,           0.0056242,           0.0056242
                 223,            0.027513,           0.0088542,           0.0033637,             0.96736,             0.95878,             0.98328,             0.66345,            0.024778,           0.0061865,           0.0034218,           0.0056044,           0.0056044,           0.0056044
                 224,            0.027492,           0.0092115,           0.0040644,             0.96743,             0.97131,             0.98557,             0.67095,            0.024187,           0.0061745,           0.0035353,           0.0055846,           0.0055846,           0.0055846
                 225,             0.02649,            0.010138,           0.0036388,             0.95873,             0.96166,             0.97869,             0.64761,            0.024985,           0.0062172,           0.0048141,           0.0055648,           0.0055648,           0.0055648
                 226,            0.028084,             0.01022,            0.003351,             0.96012,             0.95706,             0.97457,             0.66145,            0.023245,           0.0062083,           0.0055428,            0.005545,            0.005545,            0.005545
                 227,            0.026418,           0.0098241,           0.0034431,             0.96068,             0.94656,             0.97404,             0.65025,            0.026099,           0.0062937,           0.0054159,           0.0055252,           0.0055252,           0.0055252
                 228,            0.026775,            0.010221,           0.0029427,             0.96631,             0.95742,             0.98472,             0.63388,            0.025998,            0.006326,           0.0040178,           0.0055054,           0.0055054,           0.0055054
                 229,            0.027072,           0.0087562,           0.0035804,             0.93369,             0.97196,             0.98125,             0.66492,            0.025672,           0.0063332,           0.0033369,           0.0054856,           0.0054856,           0.0054856
                 230,            0.026365,           0.0093483,           0.0027007,             0.97009,             0.94651,             0.98514,             0.66335,            0.023326,           0.0062148,           0.0033312,           0.0054658,           0.0054658,           0.0054658
                 231,            0.025584,           0.0098413,           0.0032395,             0.97011,             0.96251,              0.9852,              0.6441,            0.025046,           0.0062462,           0.0031958,            0.005446,            0.005446,            0.005446
                 232,            0.026092,           0.0087143,           0.0032327,             0.96954,             0.96208,             0.98298,             0.66195,            0.024604,           0.0062212,            0.003262,           0.0054262,           0.0054262,           0.0054262
                 233,            0.025191,           0.0094995,           0.0036206,             0.96748,             0.96252,             0.97912,              0.6743,            0.024299,           0.0061874,           0.0034237,           0.0054064,           0.0054064,           0.0054064
                 234,            0.025715,           0.0087561,           0.0035838,             0.95758,              0.9523,             0.98522,             0.65856,            0.024622,           0.0061374,           0.0041533,           0.0053866,           0.0053866,           0.0053866
                 235,            0.024809,           0.0086329,           0.0032141,             0.96675,             0.96634,             0.98686,             0.67849,            0.023777,           0.0060842,           0.0032444,           0.0053668,           0.0053668,           0.0053668
                 236,            0.025849,           0.0094453,           0.0029662,             0.96658,             0.96654,              0.9885,             0.66733,            0.023579,           0.0060487,           0.0031042,            0.005347,            0.005347,            0.005347
                 237,            0.026654,            0.010259,           0.0030136,             0.97207,             0.95638,             0.98676,              0.6629,            0.024239,           0.0060834,           0.0030284,           0.0053272,           0.0053272,           0.0053272
                 238,            0.026915,            0.009451,           0.0035637,              0.9651,             0.96647,             0.98961,             0.66912,            0.024176,             0.00611,           0.0030131,           0.0053074,           0.0053074,           0.0053074
                 239,            0.024107,           0.0093711,           0.0028643,             0.96759,             0.96809,             0.99063,             0.67683,            0.023513,           0.0060697,           0.0028591,           0.0052876,           0.0052876,           0.0052876
                 240,            0.026034,            0.010157,           0.0033206,             0.96661,             0.97176,             0.99219,             0.68614,             0.02386,           0.0060238,           0.0028105,           0.0052678,           0.0052678,           0.0052678
                 241,            0.025047,           0.0096713,           0.0029258,             0.96672,             0.98433,             0.99219,             0.66784,            0.024427,           0.0060858,           0.0029922,            0.005248,            0.005248,            0.005248
                 242,            0.026022,           0.0088099,           0.0026626,             0.97759,             0.97148,             0.99029,             0.65617,            0.023807,           0.0060213,           0.0030642,           0.0052282,           0.0052282,           0.0052282
                 243,            0.026536,            0.009919,           0.0031412,             0.97561,             0.97246,             0.99195,               0.679,            0.024021,           0.0060101,           0.0029955,           0.0052084,           0.0052084,           0.0052084
                 244,             0.02691,            0.009821,           0.0033038,             0.97201,             0.97592,             0.99122,             0.67619,            0.025206,           0.0060399,           0.0030942,           0.0051886,           0.0051886,           0.0051886
                 245,            0.023945,           0.0094408,           0.0036022,             0.96737,              0.9728,             0.99131,              0.6872,            0.023057,           0.0059964,           0.0033646,           0.0051688,           0.0051688,           0.0051688
                 246,            0.025848,            0.010043,           0.0034536,             0.95697,              0.9446,             0.98355,             0.69295,            0.023643,           0.0059851,           0.0041323,            0.005149,            0.005149,            0.005149
                 247,            0.025798,           0.0091261,           0.0032496,             0.96534,             0.95895,             0.98914,             0.66042,            0.024498,           0.0061575,           0.0033903,           0.0051292,           0.0051292,           0.0051292
                 248,            0.025565,           0.0095687,            0.002633,             0.96845,             0.95799,             0.98755,             0.67267,            0.023602,           0.0061551,           0.0031242,           0.0051094,           0.0051094,           0.0051094
                 249,            0.025769,           0.0098104,           0.0033493,             0.96831,             0.95411,             0.97805,             0.65457,            0.023623,           0.0061358,           0.0031924,           0.0050896,           0.0050896,           0.0050896
                 250,            0.026289,           0.0097404,           0.0034057,             0.97222,             0.95251,             0.97671,             0.66308,            0.023707,           0.0061229,           0.0030332,           0.0050698,           0.0050698,           0.0050698
                 251,            0.026203,           0.0093146,           0.0034314,             0.96683,             0.95168,             0.97509,             0.64544,            0.025374,            0.006247,           0.0027928,             0.00505,             0.00505,             0.00505
                 252,            0.025987,            0.009627,            0.002812,             0.96998,             0.94902,             0.97497,             0.65352,            0.025258,           0.0062502,           0.0027838,           0.0050302,           0.0050302,           0.0050302
                 253,            0.025145,           0.0089998,           0.0027721,             0.97009,             0.95454,             0.97617,             0.66398,            0.024562,           0.0062413,           0.0028524,           0.0050104,           0.0050104,           0.0050104
                 254,            0.026196,           0.0094674,           0.0027982,             0.97122,             0.95411,             0.97587,             0.65987,            0.024594,           0.0062373,           0.0029378,           0.0049906,           0.0049906,           0.0049906
                 255,            0.023752,           0.0096375,           0.0029959,             0.96065,             0.95519,             0.98141,             0.67202,            0.023666,           0.0062679,           0.0035105,           0.0049708,           0.0049708,           0.0049708
                 256,            0.024096,           0.0091278,           0.0026113,             0.95105,             0.94146,              0.9789,             0.66824,            0.023452,           0.0061753,           0.0050192,            0.004951,            0.004951,            0.004951
                 257,            0.024171,           0.0084019,           0.0028885,             0.94757,             0.93719,             0.97502,              0.6562,            0.024948,           0.0061922,           0.0061903,           0.0049312,           0.0049312,           0.0049312
                 258,            0.025939,            0.008743,           0.0034316,              0.9563,              0.9544,             0.98601,             0.66917,            0.023736,             0.00611,           0.0050821,           0.0049114,           0.0049114,           0.0049114
                 259,            0.024449,            0.008769,           0.0029711,             0.95835,             0.94284,             0.97779,             0.64491,            0.025166,           0.0061874,           0.0051632,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025908,           0.0098445,            0.003266,             0.95864,             0.95841,             0.98421,             0.67169,              0.0234,           0.0060399,           0.0051937,           0.0048718,           0.0048718,           0.0048718
                 261,            0.024284,           0.0099096,           0.0030328,             0.95195,             0.95694,             0.98127,             0.67327,            0.023897,           0.0060028,           0.0050907,            0.004852,            0.004852,            0.004852
                 262,            0.026413,            0.009057,           0.0033019,             0.95497,             0.93758,             0.97953,             0.67515,             0.02382,           0.0060471,            0.004673,           0.0048322,           0.0048322,           0.0048322
                 263,            0.024096,           0.0099686,           0.0031461,             0.96404,             0.95578,             0.98347,             0.68856,            0.022984,           0.0060004,           0.0032835,           0.0048124,           0.0048124,           0.0048124
                 264,            0.024606,           0.0094449,           0.0028805,             0.96531,             0.97161,             0.98522,             0.69311,            0.023033,           0.0059883,           0.0030303,           0.0047926,           0.0047926,           0.0047926
                 265,            0.023727,            0.008771,           0.0032059,             0.96175,             0.95852,             0.98131,             0.65663,            0.025019,           0.0060874,           0.0032663,           0.0047728,           0.0047728,           0.0047728
                 266,            0.024637,           0.0084828,           0.0028606,             0.94594,             0.97048,             0.97204,             0.64513,            0.025031,             0.00616,           0.0044374,            0.004753,            0.004753,            0.004753
                 267,            0.024099,           0.0091245,           0.0031361,             0.96385,             0.96838,             0.97281,             0.66191,            0.023852,            0.006056,            0.004406,           0.0047332,           0.0047332,           0.0047332
                 268,            0.024688,           0.0087986,            0.002812,             0.96193,             0.95651,             0.97806,             0.67367,            0.023452,           0.0059899,           0.0040836,           0.0047134,           0.0047134,           0.0047134
                 269,            0.023973,           0.0093453,           0.0032582,             0.96325,             0.96284,             0.97665,             0.68813,             0.02354,           0.0059271,           0.0034308,           0.0046936,           0.0046936,           0.0046936
                 270,             0.02608,           0.0093487,           0.0027447,             0.96611,             0.95849,             0.97572,             0.67542,            0.023966,           0.0060036,           0.0032487,           0.0046738,           0.0046738,           0.0046738
                 271,            0.025444,           0.0088675,           0.0029557,              0.9734,              0.9421,             0.97227,             0.67436,            0.023014,           0.0060455,           0.0031834,            0.004654,            0.004654,            0.004654
                 272,            0.023882,           0.0082725,           0.0030413,             0.97387,             0.94025,             0.97342,             0.66978,             0.02326,           0.0061084,           0.0031252,           0.0046342,           0.0046342,           0.0046342
                 273,            0.025988,           0.0089761,           0.0030072,             0.97416,             0.95436,             0.97636,             0.68349,            0.023028,           0.0059988,            0.003202,           0.0046144,           0.0046144,           0.0046144
                 274,            0.025107,           0.0091366,           0.0026028,             0.97152,             0.95553,             0.97746,             0.66429,            0.023684,           0.0060463,           0.0033722,           0.0045946,           0.0045946,           0.0045946
                 275,            0.023164,           0.0088018,            0.002498,             0.95646,             0.93807,             0.97766,             0.68243,            0.022488,           0.0059633,           0.0044384,           0.0045748,           0.0045748,           0.0045748
                 276,            0.025411,           0.0093679,           0.0027671,             0.94928,             0.94217,             0.97521,             0.66959,            0.022556,           0.0059561,            0.004817,            0.004555,            0.004555,            0.004555
                 277,            0.023495,           0.0090782,             0.00278,             0.92707,             0.94627,             0.96645,             0.66994,            0.023717,           0.0060987,           0.0055933,           0.0045352,           0.0045352,           0.0045352
                 278,            0.025806,           0.0085474,           0.0025181,             0.94697,             0.93761,             0.96013,             0.65756,            0.024244,           0.0061438,           0.0059214,           0.0045154,           0.0045154,           0.0045154
                 279,            0.023782,           0.0098459,           0.0028204,             0.92585,             0.95402,             0.96557,             0.66381,            0.023578,           0.0061261,           0.0056009,           0.0044956,           0.0044956,           0.0044956
                 280,            0.024032,           0.0088109,           0.0028754,             0.95549,             0.93575,             0.96481,             0.66403,            0.023854,           0.0060504,           0.0054121,           0.0044758,           0.0044758,           0.0044758
                 281,            0.023368,           0.0092891,           0.0028407,             0.95249,              0.9539,             0.97543,             0.67035,            0.023092,           0.0059988,           0.0049305,            0.004456,            0.004456,            0.004456
                 282,            0.023095,           0.0094426,           0.0027073,             0.94056,             0.96464,             0.97706,             0.66234,            0.022469,           0.0060326,           0.0042763,           0.0044362,           0.0044362,           0.0044362
                 283,            0.023371,            0.008947,           0.0023075,             0.94351,             0.97104,             0.97795,             0.65636,            0.024086,           0.0060866,           0.0038824,           0.0044164,           0.0044164,           0.0044164
                 284,              0.0239,            0.009497,           0.0026104,             0.96323,             0.95139,             0.97873,             0.65114,            0.023617,           0.0060898,            0.003603,           0.0043966,           0.0043966,           0.0043966
                 285,            0.023247,           0.0082978,           0.0025498,             0.96964,             0.95238,             0.98478,             0.68151,            0.023075,           0.0059738,           0.0032101,           0.0043768,           0.0043768,           0.0043768
                 286,            0.023795,           0.0096106,           0.0024376,             0.96763,             0.96419,             0.98538,             0.67885,            0.023775,            0.005998,           0.0033789,            0.004357,            0.004357,            0.004357
                 287,            0.025078,           0.0093923,           0.0029999,             0.95259,             0.95912,             0.97897,             0.68176,            0.023383,           0.0059964,           0.0034699,           0.0043372,           0.0043372,           0.0043372
                 288,            0.024663,           0.0081851,           0.0028006,             0.95486,             0.95999,             0.97955,             0.68587,            0.022679,           0.0059722,           0.0031357,           0.0043174,           0.0043174,           0.0043174
                 289,            0.023796,           0.0079679,           0.0025414,             0.95058,             0.95476,             0.97075,             0.69025,            0.023226,           0.0061092,           0.0029593,           0.0042976,           0.0042976,           0.0042976
                 290,            0.024431,           0.0086761,            0.002694,             0.96398,             0.93907,             0.97001,             0.68966,            0.022274,           0.0061712,           0.0029516,           0.0042778,           0.0042778,           0.0042778
                 291,            0.023573,           0.0083062,           0.0028081,             0.97047,              0.9499,             0.96673,             0.67759,            0.022929,           0.0062285,           0.0030293,            0.004258,            0.004258,            0.004258
                 292,            0.023717,           0.0086318,           0.0026718,             0.96157,             0.96148,             0.96605,             0.68313,            0.022642,           0.0062156,           0.0031142,           0.0042382,           0.0042382,           0.0042382
                 293,            0.022648,           0.0088312,           0.0025839,             0.96203,             0.95901,             0.96829,             0.66333,            0.024151,           0.0062978,           0.0031381,           0.0042184,           0.0042184,           0.0042184
                 294,            0.023989,            0.009271,           0.0023588,             0.96278,             0.95083,             0.97014,             0.67197,            0.024467,           0.0062478,           0.0033107,           0.0041986,           0.0041986,           0.0041986
                 295,            0.023314,             0.01049,           0.0025007,             0.96586,             0.94716,             0.97544,             0.66776,            0.023419,           0.0061293,           0.0030618,           0.0041788,           0.0041788,           0.0041788
                 296,            0.024045,           0.0084417,           0.0024393,             0.95706,              0.9452,             0.97135,             0.66135,            0.023981,           0.0060761,           0.0041332,            0.004159,            0.004159,            0.004159
                 297,            0.023958,           0.0092043,           0.0028728,             0.93555,              0.9718,             0.97486,             0.67306,             0.02364,            0.006006,           0.0036955,           0.0041392,           0.0041392,           0.0041392
                 298,            0.022621,            0.009596,           0.0032888,             0.96583,             0.95705,             0.97687,             0.67748,            0.022717,           0.0060157,           0.0031018,           0.0041194,           0.0041194,           0.0041194
                 299,             0.02229,           0.0089715,            0.002481,             0.96402,             0.95909,             0.97999,             0.68989,            0.023139,            0.006052,           0.0029635,           0.0040996,           0.0040996,           0.0040996
                 300,            0.022885,           0.0082945,           0.0020493,             0.94978,             0.97375,             0.98107,             0.69535,            0.023601,           0.0060802,           0.0030165,           0.0040798,           0.0040798,           0.0040798
                 301,             0.02229,            0.008644,           0.0023541,             0.94865,             0.97474,             0.97841,             0.68651,             0.02332,           0.0061213,           0.0030622,             0.00406,             0.00406,             0.00406
                 302,            0.022577,           0.0082909,           0.0026578,             0.94984,             0.97421,             0.97594,             0.67974,            0.022997,           0.0061342,           0.0031209,           0.0040402,           0.0040402,           0.0040402
                 303,             0.02327,           0.0082981,           0.0023363,              0.9449,             0.97592,              0.9754,             0.67686,            0.023495,           0.0061463,           0.0031366,           0.0040204,           0.0040204,           0.0040204
